origin_state,origin_name,destination_state,destination_name,tons_2024,value_2024,tmiles_2024
42,Pennsylvania,49,Utah,302.221275,1590.808107,614.331553
34,New Jersey,47,Tennessee,301.137587,2461.967384,254.632970
55,Wisconsin,16,Idaho,301.004131,715.185226,432.664409
10,Delaware,36,New York,300.586425,770.311442,81.056739
53,Washington,04,Arizona,298.708774,935.712845,425.805173
55,Wisconsin,08,Colorado,298.411301,1186.540970,313.484625
33,New Hampshire,44,Rhode Island,297.179735,834.346148,35.145868
45,South Carolina,54,West Virginia,296.679706,910.810109,130.365027
26,Michigan,31,Nebraska,296.407332,449.280571,224.014443
18,Indiana,25,Massachusetts,296.249863,1299.071927,277.604509
24,Maryland,55,Wisconsin,296.202768,706.654459,268.902021
01,Alabama,34,New Jersey,296.170178,1216.182479,289.788657
24,Maryland,18,Indiana,294.694191,950.365561,173.734943
42,Pennsylvania,08,Colorado,294.655350,1934.978730,493.166156
38,North Dakota,55,Wisconsin,293.889955,451.433259,147.773745
40,Oklahoma,04,Arizona,293.778479,790.874703,287.594135
05,Arkansas,04,Arizona,293.302604,978.536879,375.948589
53,Washington,42,Pennsylvania,292.639866,1260.503685,793.558991
41,Oregon,30,Montana,292.582443,1010.528523,188.659729
06,California,19,Iowa,290.890748,1877.078127,517.911315
42,Pennsylvania,50,Vermont,290.757544,874.127755,114.622836
40,Oklahoma,34,New Jersey,289.930068,471.548638,439.679236
21,Kentucky,20,Kansas,287.473880,772.579610,180.903142
42,Pennsylvania,28,Mississippi,284.662642,4789.332965,290.848927
36,New York,41,Oregon,283.771951,1271.454277,794.701786
17,Illinois,41,Oregon,283.610093,1189.764897,586.555132
46,South Dakota,48,Texas,283.053777,690.048225,294.648038
53,Washington,17,Illinois,282.741615,1940.637468,560.011103
13,Georgia,20,Kansas,282.427400,1111.565487,259.933518
13,Georgia,49,Utah,282.276674,625.624774,537.434368
37,North Carolina,10,Delaware,281.992392,737.577892,110.797081
05,Arkansas,26,Michigan,281.641834,716.234078,242.339739
50,Vermont,42,Pennsylvania,278.490237,942.056461,110.523839
47,Tennessee,27,Minnesota,278.201247,1193.150360,264.217145
55,Wisconsin,40,Oklahoma,278.087836,873.424432,244.101135
39,Ohio,49,Utah,276.371960,997.799658,472.646583
54,West Virginia,17,Illinois,276.048595,593.623843,145.345640
25,Massachusetts,37,North Carolina,275.383860,2325.708473,217.601752
36,New York,04,Arizona,275.171320,1425.412270,676.368554
36,New York,29,Missouri,273.796249,1743.814829,279.308454
09,Connecticut,48,Texas,273.412768,1948.860275,482.341104
30,Montana,41,Oregon,273.281754,237.727155,173.241650
27,Minnesota,04,Arizona,272.849058,925.583103,477.930646
27,Minnesota,49,Utah,272.539850,847.653284,340.979801
40,Oklahoma,36,New York,272.453340,941.936546,367.190731
05,Arkansas,51,Virginia,272.408812,925.780726,270.040119
47,Tennessee,31,Nebraska,271.994141,409.628451,217.648559
28,Mississippi,40,Oklahoma,271.846269,3141.851533,150.473806
37,North Carolina,19,Iowa,271.401336,1173.716193,290.858345
30,Montana,49,Utah,271.032240,255.720382,152.477798
29,Missouri,51,Virginia,270.003671,1899.519536,245.653966
08,Colorado,16,Idaho,269.799678,577.109143,193.366746
25,Massachusetts,51,Virginia,268.915036,1150.807233,158.013908
40,Oklahoma,12,Florida,268.633736,761.422678,328.462201
29,Missouri,09,Connecticut,268.232664,691.799648,345.280769
45,South Carolina,05,Arkansas,267.965253,1069.680091,213.827693
22,Louisiana,19,Iowa,267.448417,518.523351,262.949168
51,Virginia,29,Missouri,267.225723,964.433905,240.964816
22,Louisiana,26,Michigan,267.012622,424.739178,305.603558
19,Iowa,36,New York,266.401760,1200.864289,265.815744
06,California,09,Connecticut,265.847232,2613.625154,788.288003
55,Wisconsin,38,North Dakota,265.062919,1118.716931,137.711672
22,Louisiana,27,Minnesota,265.013534,318.418824,316.521879
55,Wisconsin,49,Utah,262.704396,973.486781,372.693105
13,Georgia,08,Colorado,262.548018,895.790304,379.154253
09,Connecticut,06,California,262.401624,2335.709129,770.253197
27,Minnesota,36,New York,262.238841,2105.389960,310.814457
29,Missouri,04,Arizona,261.744778,1262.384525,353.505435
10,Delaware,39,Ohio,261.503511,5105.853836,134.242293
34,New Jersey,21,Kentucky,261.271298,1605.246893,192.679712
48,Texas,16,Idaho,260.849649,673.879175,380.395290
09,Connecticut,50,Vermont,259.383503,694.869444,54.376385
56,Wyoming,46,South Dakota,258.475523,149.998313,72.445849
50,Vermont,34,New Jersey,256.796470,1130.246460,84.200937
47,Tennessee,25,Massachusetts,256.255910,952.938761,273.498141
28,Mississippi,42,Pennsylvania,256.249506,2917.569636,266.751384
12,Florida,41,Oregon,256.237775,590.401624,742.855021
04,Arizona,53,Washington,255.844371,970.203663,384.494393
33,New Hampshire,42,Pennsylvania,255.636489,755.382972,109.162061
18,Indiana,09,Connecticut,255.446512,887.411889,214.548705
31,Nebraska,40,Oklahoma,255.436159,625.415256,117.483284
06,California,31,Nebraska,255.171549,1358.396571,365.340198
28,Mississippi,55,Wisconsin,255.036893,774.135541,225.046156
48,Texas,32,Nevada,254.801385,1372.937736,352.032214
45,South Carolina,25,Massachusetts,253.800517,1294.536626,253.298379
25,Massachusetts,24,Maryland,253.736854,1110.942191,110.966528
47,Tennessee,04,Arizona,251.621265,896.523153,397.046593
20,Kansas,26,Michigan,250.887091,1775.833742,219.841134
12,Florida,19,Iowa,250.839966,616.988972,332.246476
16,Idaho,04,Arizona,250.511915,336.374058,234.575700
12,Florida,04,Arizona,250.064023,928.595236,510.032686
31,Nebraska,26,Michigan,249.987703,946.621020,199.719380
27,Minnesota,21,Kentucky,249.940771,1932.141867,204.693449
55,Wisconsin,04,Arizona,249.821758,1121.192622,466.436486
53,Washington,18,Indiana,249.073641,509.027835,536.036909
34,New Jersey,44,Rhode Island,247.679742,838.472244,54.709415
08,Colorado,26,Michigan,247.462130,894.625220,309.694529
01,Alabama,20,Kansas,246.619258,581.620693,196.842135
08,Colorado,42,Pennsylvania,246.498205,929.611469,403.688723
28,Mississippi,51,Virginia,246.395632,5498.646413,192.868648
18,Indiana,04,Arizona,245.534709,1115.664475,442.056599
31,Nebraska,38,North Dakota,244.300144,574.339013,127.546857
34,New Jersey,53,Washington,244.293992,955.386937,719.003846
20,Kansas,34,New Jersey,244.068773,1329.418213,333.695050
26,Michigan,20,Kansas,243.872410,1138.578325,204.825150
17,Illinois,49,Utah,243.443148,1182.814780,337.242344
25,Massachusetts,12,Florida,243.366194,2258.326157,340.187844
27,Minnesota,25,Massachusetts,243.063550,2312.487760,355.847620
53,Washington,32,Nevada,242.939681,1176.718947,203.149651
19,Iowa,12,Florida,242.889955,1606.705961,336.172903
18,Indiana,08,Colorado,242.491133,936.748799,273.063256
01,Alabama,25,Massachusetts,242.398791,722.898206,301.856845
51,Virginia,31,Nebraska,242.066623,261.676117,294.969040
33,New Hampshire,34,New Jersey,241.758355,1032.955828,75.497411
09,Connecticut,17,Illinois,241.475043,2826.801546,232.411352
37,North Carolina,22,Louisiana,241.331083,1146.762019,205.602307
46,South Dakota,08,Colorado,240.815059,348.744505,125.088338
37,North Carolina,53,Washington,239.075338,2041.800745,687.187043
13,Georgia,53,Washington,238.369983,1909.155569,643.661302
23,Maine,50,Vermont,237.614291,503.729180,54.260412
40,Oklahoma,01,Alabama,237.325436,613.337095,161.693534
38,North Dakota,48,Texas,235.532368,456.537724,298.019306
04,Arizona,17,Illinois,235.457827,822.450431,416.041116
05,Arkansas,49,Utah,234.982135,662.952017,329.330174
38,North Dakota,26,Michigan,233.854622,157.904027,208.187098
21,Kentucky,22,Louisiana,233.374377,386.323583,156.671376
26,Michigan,28,Mississippi,233.123926,1915.460591,203.877944
37,North Carolina,09,Connecticut,232.741472,985.663379,166.758869
36,New York,19,Iowa,232.600572,1118.846075,238.628068
56,Wyoming,42,Pennsylvania,231.763170,120.086322,416.675410
41,Oregon,39,Ohio,231.668844,1029.012365,530.908604
38,North Dakota,40,Oklahoma,231.189975,139.801207,233.944120
53,Washington,47,Tennessee,230.337717,908.367137,558.391556
31,Nebraska,42,Pennsylvania,228.748804,884.870648,287.533159
56,Wyoming,48,Texas,228.362552,183.510726,256.791433
01,Alabama,04,Arizona,228.074819,1018.871516,386.298438
17,Illinois,54,West Virginia,227.521755,347.061993,126.776902
25,Massachusetts,47,Tennessee,227.504779,1068.413681,264.407595
56,Wyoming,16,Idaho,227.454459,129.237976,117.342792
37,North Carolina,40,Oklahoma,227.337868,938.170962,249.968075
41,Oregon,42,Pennsylvania,227.317274,665.697380,608.892419
04,Arizona,41,Oregon,223.282062,725.467373,291.558808
55,Wisconsin,24,Maryland,222.800281,887.401532,215.164080
17,Illinois,09,Connecticut,221.795808,871.993380,208.430769
31,Nebraska,13,Georgia,221.784933,901.052761,240.104194
01,Alabama,24,Maryland,221.618406,1088.492382,181.603230
24,Maryland,47,Tennessee,221.380630,507.647573,152.061729
47,Tennessee,08,Colorado,220.772265,841.758608,269.091269
06,California,56,Wyoming,220.324190,477.982237,204.077681
31,Nebraska,12,Florida,219.730377,1323.779491,340.264963
20,Kansas,36,New York,218.524630,1699.325504,287.233014
36,New York,16,Idaho,218.074402,760.327138,475.165280
20,Kansas,37,North Carolina,217.515358,1444.942288,246.304040
01,Alabama,27,Minnesota,217.183597,703.525872,248.371150
08,Colorado,19,Iowa,216.060871,852.208339,153.154361
40,Oklahoma,35,New Mexico,214.970945,621.676817,114.640910
51,Virginia,05,Arkansas,214.392649,597.414332,192.094118
26,Michigan,40,Oklahoma,214.069956,1322.424771,215.715911
37,North Carolina,20,Kansas,213.999966,914.898005,232.231581
36,New York,01,Alabama,213.484180,988.943735,223.114655
55,Wisconsin,41,Oregon,212.439508,1132.416037,414.312467
53,Washington,12,Florida,212.172499,1231.087775,644.637684
24,Maryland,01,Alabama,212.063976,849.741786,171.029463
20,Kansas,21,Kentucky,209.955771,521.607793,131.873238
54,West Virginia,13,Georgia,209.941781,520.819194,109.717931
51,Virginia,27,Minnesota,209.824206,590.597964,269.040573
16,Idaho,13,Georgia,209.453164,305.531929,460.552130
08,Colorado,27,Minnesota,208.459124,1168.461658,194.827436
38,North Dakota,21,Kentucky,208.353319,121.892275,271.770581
30,Montana,46,South Dakota,206.908606,171.855260,86.941739
22,Louisiana,20,Kansas,205.076508,389.614611,148.920742
12,Florida,05,Arkansas,205.070022,1222.215012,185.480191
44,Rhode Island,33,New Hampshire,204.685796,1194.835188,26.551539
38,North Dakota,31,Nebraska,204.668619,198.702016,101.751953
08,Colorado,12,Florida,204.449252,1073.145544,380.924095
34,New Jersey,29,Missouri,204.184512,1471.845222,227.246373
19,Iowa,01,Alabama,204.143866,883.999398,176.965254
54,West Virginia,48,Texas,203.947305,1047.801192,253.034612
49,Utah,39,Ohio,202.954704,863.553993,356.167200
34,New Jersey,33,New Hampshire,202.879093,1238.767587,63.356214
26,Michigan,08,Colorado,200.775872,1236.108554,251.475376
46,South Dakota,17,Illinois,199.928681,442.315869,122.047897
23,Maine,44,Rhode Island,199.736820,356.076110,43.928884
27,Minnesota,40,Oklahoma,199.649026,411.946536,153.756300
36,New York,08,Colorado,199.492934,1436.955103,356.427825
40,Oklahoma,26,Michigan,199.395511,672.852672,199.103295
08,Colorado,46,South Dakota,199.084437,733.329923,99.192185
39,Ohio,33,New Hampshire,198.152972,676.565673,153.113101
42,Pennsylvania,53,Washington,197.106490,1512.025249,537.379956
25,Massachusetts,19,Iowa,196.705066,338.115504,272.200589
49,Utah,42,Pennsylvania,196.671033,1052.808364,417.688102
38,North Dakota,20,Kansas,195.392219,125.745074,156.364103
17,Illinois,32,Nevada,193.641780,1716.653855,342.481547
08,Colorado,51,Virginia,193.161539,826.180782,316.170188
39,Ohio,23,Maine,192.853338,616.574608,172.821804
16,Idaho,12,Florida,192.422788,222.361181,497.641717
41,Oregon,29,Missouri,192.418339,448.669228,360.056593
48,Texas,54,West Virginia,192.265599,622.507741,240.504426
45,South Carolina,41,Oregon,191.285202,339.492412,542.208635
34,New Jersey,20,Kansas,191.175103,675.876450,245.018106
19,Iowa,28,Mississippi,190.055266,883.759127,148.679746
27,Minnesota,01,Alabama,189.310428,727.507477,211.062744
05,Arkansas,27,Minnesota,189.168841,355.893626,150.818020
19,Iowa,45,South Carolina,188.920297,552.433132,196.419240
22,Louisiana,55,Wisconsin,188.786809,321.131804,211.124018
34,New Jersey,27,Minnesota,188.668172,1005.662556,257.585599
24,Maryland,45,South Carolina,187.599745,469.835923,96.701437
16,Idaho,36,New York,187.487658,508.092759,415.222824
04,Arizona,12,Florida,187.402822,1070.419783,430.417749
41,Oregon,19,Iowa,186.872198,446.393971,311.347328
28,Mississippi,36,New York,186.184054,791.743376,223.259099
42,Pennsylvania,41,Oregon,185.642960,872.310183,513.799247
49,Utah,18,Indiana,185.262327,1283.409597,289.024002
51,Virginia,33,New Hampshire,184.016620,288.723442,125.165907
53,Washington,27,Minnesota,183.681309,567.223682,282.542035
44,Rhode Island,39,Ohio,183.339972,638.635661,130.501009
08,Colorado,38,North Dakota,182.417443,238.365925,145.630592
55,Wisconsin,32,Nevada,182.007946,692.701375,329.401908
20,Kansas,04,Arizona,181.309814,709.679897,202.494269
24,Maryland,22,Louisiana,181.157551,191.648362,206.543975
39,Ohio,46,South Dakota,181.018437,265.574922,174.111906
40,Oklahoma,53,Washington,179.376842,1103.255707,356.211452
29,Missouri,45,South Carolina,179.207777,994.511442,151.175873
28,Mississippi,26,Michigan,178.782683,5292.034724,158.495417
23,Maine,55,Wisconsin,178.701217,175.739219,232.917686
50,Vermont,09,Connecticut,178.023026,241.166735,41.137548
18,Indiana,49,Utah,177.469112,567.049871,273.762686
12,Florida,20,Kansas,177.412801,695.461534,222.334250
40,Oklahoma,41,Oregon,176.226848,306.105804,344.674867
20,Kansas,01,Alabama,176.202679,459.330186,137.855066
36,New York,40,Oklahoma,176.066728,1565.524858,263.916438
24,Maryland,21,Kentucky,176.020369,610.702862,99.459073
40,Oklahoma,28,Mississippi,175.560076,412.632027,97.754395
19,Iowa,34,New Jersey,175.464921,956.576429,194.412443
12,Florida,27,Minnesota,174.909057,774.934310,280.126927
50,Vermont,48,Texas,174.623633,333.914007,324.957085
32,Nevada,16,Idaho,174.016401,293.682261,81.557278
21,Kentucky,31,Nebraska,173.312588,434.065756,138.311254
42,Pennsylvania,04,Arizona,172.375590,1143.526439,401.014404
39,Ohio,41,Oregon,171.836822,780.549270,418.235693
24,Maryland,23,Maine,171.612561,322.001956,102.824841
09,Connecticut,13,Georgia,171.527813,851.317618,165.860238
48,Texas,30,Montana,171.511490,1015.046934,270.461795
16,Idaho,42,Pennsylvania,171.134890,345.493847,394.962107
53,Washington,39,Ohio,169.921176,1142.147707,400.389978
42,Pennsylvania,31,Nebraska,169.625547,804.455935,199.280704
21,Kentucky,25,Massachusetts,169.522184,1027.263391,168.441549
51,Virginia,40,Oklahoma,169.413238,377.200073,206.051903
04,Arizona,13,Georgia,169.084139,2332.757206,319.620000
31,Nebraska,37,North Carolina,168.981895,1212.206470,220.482637
19,Iowa,53,Washington,168.604475,761.767600,291.247465
51,Virginia,22,Louisiana,168.288193,638.270224,170.328241
53,Washington,36,New York,167.637475,597.099790,468.600733
12,Florida,08,Colorado,167.045810,669.040801,306.483534
38,North Dakota,06,California,166.373284,411.061188,291.271249
34,New Jersey,23,Maine,165.823750,913.561309,75.669288
04,Arizona,39,Ohio,165.638256,711.722113,327.781213
40,Oklahoma,45,South Carolina,165.516654,553.829342,175.176077
36,New York,53,Washington,165.027750,1280.737062,464.967020
09,Connecticut,24,Maryland,164.887668,597.760875,51.173301
18,Indiana,41,Oregon,164.849427,839.103971,367.562567
26,Michigan,25,Massachusetts,164.830081,1511.487468,148.413492
12,Florida,09,Connecticut,164.552135,530.337336,221.525769
05,Arkansas,34,New Jersey,164.395534,498.200813,203.267378
22,Louisiana,51,Virginia,164.308136,381.336413,172.235915
47,Tennessee,32,Nevada,164.200867,818.320776,351.933741
36,New York,20,Kansas,163.418810,590.375816,210.257140
45,South Carolina,19,Iowa,163.339082,526.818199,177.346662
25,Massachusetts,26,Michigan,161.820816,1202.638426,144.260892
49,Utah,27,Minnesota,160.676614,590.220519,201.606215
21,Kentucky,08,Colorado,160.539952,714.957477,187.031547
19,Iowa,04,Arizona,160.466749,795.327116,248.087006
35,New Mexico,29,Missouri,159.901623,452.879673,131.929798
04,Arizona,27,Minnesota,159.735073,1238.558160,278.633759
35,New Mexico,49,Utah,159.163709,170.337942,90.652047
51,Virginia,23,Maine,158.708808,459.062501,124.682561
09,Connecticut,18,Indiana,158.552916,950.678100,129.763217
26,Michigan,22,Louisiana,158.370236,733.129745,175.482554
24,Maryland,29,Missouri,158.308617,541.453276,150.053664
56,Wyoming,39,Ohio,157.825840,67.747163,228.649552
09,Connecticut,51,Virginia,157.542813,549.703273,67.187286
53,Washington,55,Wisconsin,157.476133,526.507520,274.373262
20,Kansas,28,Mississippi,157.326512,548.157929,101.936996
53,Washington,20,Kansas,156.847707,452.053000,260.289848
37,North Carolina,41,Oregon,156.660624,1471.919778,442.233212
53,Washington,13,Georgia,156.516951,558.696604,408.460861
20,Kansas,49,Utah,156.466663,359.088662,156.297159
51,Virginia,04,Arizona,156.395862,478.396803,333.945717
23,Maine,39,Ohio,156.177556,198.129084,134.917694
53,Washington,34,New Jersey,156.135752,880.835797,449.189553
28,Mississippi,34,New Jersey,155.783326,1408.259953,178.727937
51,Virginia,20,Kansas,155.505332,667.730739,175.673630
34,New Jersey,54,West Virginia,155.376034,645.046425,61.036184
41,Oregon,55,Wisconsin,155.227471,486.804786,303.980823
16,Idaho,26,Michigan,154.958711,151.256396,285.249451
01,Alabama,08,Colorado,154.409042,463.753565,212.047498
22,Louisiana,08,Colorado,153.470931,301.127728,176.648067
01,Alabama,19,Iowa,152.525577,457.719510,135.231469
55,Wisconsin,22,Louisiana,152.412156,809.938031,164.437678
56,Wyoming,38,North Dakota,152.251362,128.319459,87.145673
05,Arkansas,53,Washington,150.900510,455.046921,336.752086
47,Tennessee,49,Utah,150.512812,654.547813,256.213048
24,Maryland,33,New Hampshire,150.020584,297.476018,75.384987
55,Wisconsin,28,Mississippi,149.958312,564.741987,125.414549
21,Kentucky,40,Oklahoma,149.822918,436.639665,107.286829
01,Alabama,41,Oregon,149.739131,225.940863,380.226300
13,Georgia,09,Connecticut,149.242693,942.043235,157.680951
41,Oregon,36,New York,148.395709,652.952914,415.571379
45,South Carolina,09,Connecticut,148.347497,647.607678,129.117584
42,Pennsylvania,11,District of Columbia,148.109167,634.961379,23.570660
34,New Jersey,04,Arizona,147.997834,1130.524004,376.244558
21,Kentucky,09,Connecticut,147.959274,759.352734,123.538889
13,Georgia,04,Arizona,147.539960,965.884327,275.933241
40,Oklahoma,24,Maryland,146.895276,424.799720,198.262745
19,Iowa,51,Virginia,146.868534,736.976332,144.583384
31,Nebraska,05,Arkansas,146.027661,747.809928,84.308078
45,South Carolina,53,Washington,145.890829,570.633218,421.491132
25,Massachusetts,55,Wisconsin,145.660924,853.632388,177.862578
49,Utah,13,Georgia,145.602848,725.024896,276.693612
20,Kansas,53,Washington,145.591990,5528.651779,261.184612
22,Louisiana,36,New York,145.587533,506.926157,199.051931
10,Delaware,25,Massachusetts,145.357797,481.430323,58.212783
31,Nebraska,41,Oregon,145.339866,567.103362,224.447400
53,Washington,19,Iowa,145.273547,444.885915,225.259529
40,Oklahoma,16,Idaho,144.504439,146.275437,209.594183
20,Kansas,24,Maryland,144.404145,895.326814,176.424930
42,Pennsylvania,22,Louisiana,144.262038,932.555620,176.942892
49,Utah,55,Wisconsin,143.992189,563.324721,205.323730
42,Pennsylvania,32,Nevada,143.941923,678.179537,353.604650
51,Virginia,28,Mississippi,143.833572,562.979005,116.542790
46,South Dakota,47,Tennessee,143.748020,268.985869,135.257344
44,Rhode Island,23,Maine,143.349614,487.055964,34.304628
40,Oklahoma,51,Virginia,143.071303,391.566525,168.087708
27,Minnesota,24,Maryland,142.241504,802.936426,179.712592
47,Tennessee,41,Oregon,141.925002,758.407902,345.027586
37,North Carolina,49,Utah,141.891534,776.944027,297.642895
32,Nevada,12,Florida,141.374011,734.693456,376.813254
29,Missouri,35,New Mexico,141.262942,229.842553,128.464969
33,New Hampshire,06,California,140.963595,773.615935,438.303880
28,Mississippi,27,Minnesota,139.143952,419.529696,141.534216
34,New Jersey,49,Utah,138.358238,959.071894,308.523841
25,Massachusetts,21,Kentucky,138.346390,587.107879,134.911688
36,New York,22,Louisiana,138.191936,608.064451,186.220404
28,Mississippi,20,Kansas,138.042607,416.077718,93.163548
56,Wyoming,17,Illinois,138.016319,90.028520,151.252492
05,Arkansas,25,Massachusetts,137.677321,490.543035,204.497917
51,Virginia,32,Nevada,136.913334,392.412915,335.429661
50,Vermont,23,Maine,136.670081,241.835821,33.356364
26,Michigan,41,Oregon,136.390280,870.657206,309.344275
34,New Jersey,08,Colorado,136.295857,500.479131,249.979642
28,Mississippi,32,Nevada,136.066107,235.138705,285.100777
21,Kentucky,53,Washington,135.632649,964.420326,319.857078
44,Rhode Island,42,Pennsylvania,135.452859,650.940436,46.974904
48,Texas,44,Rhode Island,135.439362,244.986180,305.747856
29,Missouri,46,South Dakota,134.984850,478.653932,70.267394
19,Iowa,22,Louisiana,134.876185,480.155822,129.696160
26,Michigan,53,Washington,134.784288,1165.950338,300.794565
40,Oklahoma,21,Kentucky,134.385483,397.273413,91.962000
19,Iowa,49,Utah,133.845952,591.945134,148.634806
45,South Carolina,10,Delaware,133.836822,226.180049,78.377743
35,New Mexico,55,Wisconsin,133.157112,306.768984,175.460326
47,Tennessee,09,Connecticut,133.147677,1229.124531,135.883296
34,New Jersey,01,Alabama,133.067000,708.059832,129.584341
55,Wisconsin,09,Connecticut,133.026727,731.842823,141.837201
13,Georgia,54,West Virginia,132.847248,420.793449,70.584905
27,Minnesota,51,Virginia,132.182127,835.060865,171.200055
49,Utah,31,Nebraska,131.519210,567.605835,102.714565
41,Oregon,18,Indiana,131.369763,535.056818,297.555847
46,South Dakota,20,Kansas,131.140940,303.544057,57.474864
12,Florida,31,Nebraska,131.051706,371.702087,187.702610
29,Missouri,24,Maryland,130.188668,7941.203862,120.101826
12,Florida,53,Washington,129.971545,1491.237534,393.750716
51,Virginia,19,Iowa,129.418522,564.192269,131.411604
47,Tennessee,50,Vermont,129.345618,101.724610,136.691381
20,Kansas,38,North Dakota,128.672370,299.068428,97.250894
34,New Jersey,22,Louisiana,128.485003,962.628565,172.418763
41,Oregon,13,Georgia,128.092202,497.388484,326.882854
22,Louisiana,25,Massachusetts,127.629010,191.824604,215.976627
18,Indiana,53,Washington,127.417450,812.716747,286.400328
29,Missouri,32,Nevada,127.396821,596.890006,211.436370
56,Wyoming,04,Arizona,126.325489,54.748668,106.413094
31,Nebraska,49,Utah,126.194661,431.247406,99.348782
04,Arizona,29,Missouri,126.047059,624.700246,165.495790
27,Minnesota,45,South Carolina,125.856360,1034.254625,160.998618
28,Mississippi,04,Arizona,125.800118,557.240519,189.686127
31,Nebraska,47,Tennessee,125.754725,454.551746,101.795423
25,Massachusetts,10,Delaware,125.552508,281.266928,44.694181
20,Kansas,25,Massachusetts,125.062026,833.067444,199.946886
34,New Jersey,19,Iowa,124.866298,786.442137,146.736186
11,District of Columbia,42,Pennsylvania,124.609294,82.193396,21.888301
49,Utah,29,Missouri,123.985078,540.347764,146.087106
23,Maine,12,Florida,123.919367,191.497631,182.224373
41,Oregon,37,North Carolina,123.752110,487.100654,332.922555
49,Utah,35,New Mexico,123.674564,203.663447,65.471360
44,Rhode Island,34,New Jersey,122.819240,945.040510,26.210818
54,West Virginia,12,Florida,122.519308,196.505863,107.823915
46,South Dakota,39,Ohio,122.369141,250.911224,113.784977
24,Maryland,27,Minnesota,122.216395,314.699138,150.561166
06,California,28,Mississippi,121.959162,5518.465603,234.438944
36,New York,28,Mississippi,121.149642,5859.437441,141.659527
08,Colorado,21,Kentucky,121.128573,623.326646,141.160165
28,Mississippi,08,Colorado,120.978421,1923.119174,149.219149
26,Michigan,49,Utah,120.743062,794.778585,195.003285
13,Georgia,41,Oregon,119.502172,655.770457,318.692080
25,Massachusetts,27,Minnesota,119.174732,616.781418,186.779540
49,Utah,26,Michigan,119.130672,472.128115,194.385526
39,Ohio,32,Nevada,118.690590,495.675241,249.919762
23,Maine,24,Maryland,118.451613,84.665217,71.330060
21,Kentucky,04,Arizona,118.361444,595.546206,213.770162
28,Mississippi,25,Massachusetts,118.208655,2670.279963,169.220619
08,Colorado,36,New York,118.129141,482.682246,219.919836
54,West Virginia,55,Wisconsin,118.075420,315.191619,80.125347
37,North Carolina,31,Nebraska,117.600209,504.349199,155.563865
54,West Virginia,09,Connecticut,117.277876,90.493321,59.028306
53,Washington,26,Michigan,116.974076,627.235278,246.619785
20,Kansas,51,Virginia,116.676637,633.462749,133.991280
35,New Mexico,17,Illinois,116.107895,297.043912,144.654072
04,Arizona,26,Michigan,116.078032,663.951696,233.727339
10,Delaware,13,Georgia,116.067510,301.164089,88.293954
16,Idaho,39,Ohio,115.899591,194.219867,225.180338
37,North Carolina,23,Maine,115.871864,503.844051,116.730520
04,Arizona,36,New York,115.790119,873.893893,288.084069
30,Montana,31,Nebraska,115.705408,97.812530,84.426666
54,West Virginia,25,Massachusetts,115.560421,234.774295,75.220832
23,Maine,17,Illinois,115.374019,198.656367,137.135654
09,Connecticut,55,Wisconsin,115.145842,608.099865,129.422492
01,Alabama,49,Utah,114.848593,507.538910,209.931084
38,North Dakota,16,Idaho,114.725623,125.129414,101.332986
08,Colorado,34,New Jersey,114.712929,674.238320,208.273763
23,Maine,37,North Carolina,114.314431,267.272401,106.790865
31,Nebraska,04,Arizona,112.886493,449.373315,138.064927
45,South Carolina,04,Arizona,112.875507,799.264470,230.695097
16,Idaho,37,North Carolina,112.341384,207.918608,264.144495
10,Delaware,12,Florida,112.335771,345.257801,117.066985
47,Tennessee,53,Washington,112.195423,463.990504,275.847063
10,Delaware,37,North Carolina,111.580748,329.833024,48.967522
53,Washington,25,Massachusetts,111.487015,377.603331,338.689765
27,Minnesota,32,Nevada,111.257920,643.372439,185.036551
28,Mississippi,19,Iowa,110.011872,351.509260,85.153202
04,Arizona,42,Pennsylvania,109.670552,654.532624,261.622360
06,California,38,North Dakota,109.531342,554.905767,185.015184
38,North Dakota,47,Tennessee,109.430178,68.906160,142.564569
17,Illinois,33,New Hampshire,109.401790,960.281455,120.110027
01,Alabama,53,Washington,108.974314,450.500784,281.977308
16,Idaho,21,Kentucky,108.427731,87.565076,203.462043
34,New Jersey,11,District of Columbia,108.374116,447.564766,18.295905
26,Michigan,09,Connecticut,107.975190,792.442691,84.781464
38,North Dakota,29,Missouri,107.172329,107.483056,82.557792
54,West Virginia,45,South Carolina,107.055577,312.400279,45.641813
29,Missouri,25,Massachusetts,106.992638,528.338464,142.531045
46,South Dakota,42,Pennsylvania,106.896476,345.688492,137.031501
26,Michigan,54,West Virginia,106.650156,519.556899,45.224545
08,Colorado,32,Nevada,106.630722,328.336408,86.620634
21,Kentucky,49,Utah,106.386668,455.504798,170.063390
16,Idaho,47,Tennessee,106.318698,105.687352,205.509394
38,North Dakota,13,Georgia,106.078232,181.608438,155.548955
19,Iowa,41,Oregon,106.075818,533.670228,190.126459
18,Indiana,32,Nevada,105.935558,449.925975,201.346371
39,Ohio,10,Delaware,105.574959,377.963507,51.865846
16,Idaho,27,Minnesota,105.520932,187.103097,141.644038
49,Utah,47,Tennessee,104.669545,543.656691,175.728101
37,North Carolina,33,New Hampshire,104.037893,404.021715,90.934854
18,Indiana,46,South Dakota,103.672891,253.405934,84.541328
05,Arkansas,41,Oregon,103.345123,277.503020,222.906124
46,South Dakota,49,Utah,103.242008,98.630317,88.846624
